index,ReferenceTag,LanduseClass,TillageClass,CompactionClass,SamplingTimeClass,SoilTextureUSDA,AnnualPrecipitationClass,AnnualMeanTemperatureClass,BulkDensityClass,SoilOrganicCarbonClass,ExID,LocID_x,Latitude,Longitude,Precipitation,RefID,ReferenceYear,MTFID_x,Month1,Month2,YearExp,Reps,SE,SD,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,NbOfCropRotation,ExpName,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocComments,ReferenceName,DOI,ReferenceTitle,RefComments,Season,Method,Direction,Comment,SSPID_x,TextureClass,SoilTextureFAO,SoilType,SoilTypeClass,Comments_x,AridityClass,Landuse,Tillage,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,OtherAmendments,AmendmentClass,SamplingTime,Comments_y,Ks_sem,K1_sem,K2_sem,K3_sem,K4_sem,K5_sem,K6_sem,K7_sem,K8_sem,K9_sem,K10_sem
53,Hu_2009_G,arable,conventional tillage,unknown,consolidated,sandy loam,"(0, 500]","(5, 10]",nan,"(0.0, 0.01]",295.5,57.0,38.6,110.3,437.0,56.0,2009.0,295.5,6.5,6.5,2005.0,24.0,,,0.0,150.0,0.001,10.0,,,,0.04,0.335,0.625,,0.0024,57.0,8.0125,21.56667,-7.18333,423.0,109.0,2.0,103.6137,273.0,9.0,256.0,9.0,13.64167,1161.921,29.1,-16.4,45.5,19.73333,-7.18333,29.98169,1141.0,0.2852,1482.0,295.5,30.553375000000003,15.75,0.38,0.965,20.0,1.9517555,30.553375000000003,30.553375000000003,25.76443,22.8615025,20.854297499999998,19.3563775,18.1812,17.2260175,16.42891,15.75,295.5,1.0,Liudaoguo Soybean May,Hu_2009_G,Hu_2009_G,Liudaoguo Soybean May,Liudaoguo Soybean May,Liudaoguo Soybean May,Liudaoguo Soybean May,Nick,Helena,,Hu et al. 2009. Geoderma 149:355-366,10.1016/j.geoderma.2008.12.016,Temporal changes of soil hydraulic properties under different land uses,temporal changes in K under different landuses in China (no sig. LU effects except at 15 cm tension),spring,Steady-state constant  regression,Dry to wet,,294,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,Ust-Sandic Entisol,unknown,"20 cm plough,Texture properties log-interpolated",Semi-Arid,Arable,Conventional tillage,soybean,legume,Soybean,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5 - 70% vegetation cover,positive impact,May,"20 cm plough,Texture properties log-interpolated",6.092766351362217,6.092766351362217,6.092766351362217,4.463525355248921,3.5249718969408708,2.902027967667252,2.4530383655865613,2.1113938856988916,1.8412426846081191,1.621396727166632,1.4384598244882154
54,Hu_2009_G,arable,no tillage,unknown,consolidated,sandy loam,"(0, 500]","(5, 10]",nan,"(0.0, 0.01]",293.45454545454544,57.0,38.6,110.3,437.0,56.0,2009.0,293.45454545454544,6.636363636363637,6.636363636363637,2005.0,66.0,,,0.0,150.0,0.001,10.0,,,,0.046363636363636364,0.3366363636363636,0.617,,0.003,57.0,8.0125,21.56667,-7.183329999999999,423.0,109.0,2.0,103.61370000000001,273.0,9.0,256.0,9.0,13.64167,1161.921,29.1,-16.4,45.5,19.73333,-7.183329999999999,29.98169,1141.0,0.2852,1482.0,293.45454545454544,32.50580909090909,18.20909090909091,0.3618181818181818,0.9645454545454545,21.818181818181817,1.9553706363636365,32.50580909090909,32.50580909090909,28.981405181818182,25.88194181818182,23.72961436363636,22.117389545454547,20.84835127272727,19.813824,18.94818436363636,18.20909090909091,293.45454545454544,1.0,Liudaoguo Needelgrass June,Hu_2009_G,Hu_2009_G,Liudaoguo Needelgrass June,Liudaoguo Needelgrass June,Liudaoguo Needelgrass June,Liudaoguo Needelgrass June,Nick,Helena,,Hu et al. 2009. Geoderma 149:355-366,10.1016/j.geoderma.2008.12.016,Temporal changes of soil hydraulic properties under different land uses,temporal changes in K under different landuses in China (no sig. LU effects except at 15 cm tension),summer,Steady-state constant  regression,Dry to wet,,287,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,Ust-Sandic Entisol,unknown,Texture properties log-interpolated,Semi-Arid,Arable,no-till,Alfalfa,grass/herbs,Alfalfa,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,45 - 70% vegetation cover,positive impact,June,Texture properties log-interpolated,4.08247584096742,4.08247584096742,4.08247584096742,3.57278301339916,2.9884353521651725,2.615904491774489,2.356440737064198,2.1648064693964058,2.017195241108622,1.8998293021055015,1.804159564877007
55,Husain_2002_AiG,arable,conventional tillage,unknown,consolidated,silty clay loam,"(2000, 4000]","(20, 30]","(1.2, 1.4]",nan,741.0,58.0,1.5,124.9,,57.0,2002.0,741.0,,,,19.0,,,0.0,120.0,0.0,10.0,,,,0.39,0.429,0.181,1.33,,58.0,26.35833,26.7,25.86667,3183.0,393.0,147.0,30.30496,1121.0,506.0,542.0,1121.0,8.85,35.21579,31.5,21.6,9.9,25.86667,26.66667,89.39394,81.0,1.9477,1634.0,741.0,281.4615,8.5,0.76,0.96,,2.449419,48.91239,28.88259,21.223,17.05506,14.39467,12.5321,11.14665,10.07095,9.208621,8.5,741.0,,HusainCT,Husain_2002_AiG,Husain_2002_AiG,HusainCT,HusainCT,HusainCT,HusainCT,Nick,Helena,,"Husain et al., 2002. Adv. in Geoecology, 35, 227-236",,Infiltration measurements for determining effects of land use change on soil hydraulic properities in Indonesia,effects of land use in the tropics (Indonesia),unknown,Steady-state piecewise,unknown,,741,"fine (clay, silty clay, clay loam, silty clay loam)",fine,unknown,unknown,,Humid,Arable,Conventional tillage,Maize,maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during rain season,,,,,,,,,,,,
56,Husain_2002_AiG,woodland/plantation,conventional tillage,unknown,consolidated,clay,"(2000, 4000]","(20, 30]","(1.0, 1.2]",nan,739.0,58.0,1.5,124.9,,57.0,2002.0,739.0,,,,19.0,,,0.0,105.0,0.0,10.0,,,,0.448,0.205,0.347,1.05,,58.0,26.35833,26.7,25.86667,3183.0,393.0,147.0,30.30496,1121.0,506.0,542.0,1121.0,8.85,35.21579,31.5,21.6,9.9,25.86667,26.66667,89.39394,81.0,1.9477,1634.0,739.0,144.544,0.01,2.08,0.97,,2.16,1.202264,0.284353,0.122345,0.067254,0.042281,0.028936,0.020999,0.015906,0.01245,0.01,739.0,0.0,HusainFT,Husain_2002_AiG,Husain_2002_AiG,HusainFT,HusainFT,HusainFT,HusainFT,Nick,Helena,,"Husain et al., 2002. Adv. in Geoecology, 35, 227-236",,Infiltration measurements for determining effects of land use change on soil hydraulic properities in Indonesia,effects of land use in the tropics (Indonesia),unknown,Steady-state piecewise,unknown,,739,"fine (clay, silty clay, clay loam, silty clay loam)",fine,unknown,unknown,,Humid,coconut plantation,Conventional tillage,coconut,fruits/trees,unknown,calopogonium sereallium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during rain season,,,,,,,,,,,,
57,Husain_2002_AiG,woodland/plantation,no tillage,unknown,consolidated,clay,"(2000, 4000]","(20, 30]","(1.6, 2.0]",nan,738.0,58.0,1.5,124.9,,57.0,2002.0,738.0,,,,25.0,,,0.0,105.0,0.0,10.0,,,,0.448,0.205,0.347,1.7,,58.0,26.35833,26.7,25.86667,3183.0,393.0,147.0,30.30496,1121.0,506.0,542.0,1121.0,8.85,35.21579,31.5,21.6,9.9,25.86667,26.66667,89.39394,81.0,1.9477,1634.0,738.0,21.9816,0.4,0.87,0.99,,1.34206,2.965241,1.622422,1.140157,0.887703,0.731065,0.623833,0.545538,0.485704,0.438398,0.4,738.0,0.0,HusainNT,Husain_2002_AiG,Husain_2002_AiG,HusainNT,HusainNT,HusainNT,HusainNT,Nick,Helena,,"Husain et al., 2002. Adv. in Geoecology, 35, 227-236",,Infiltration measurements for determining effects of land use change on soil hydraulic properities in Indonesia,effects of land use in the tropics (Indonesia),unknown,Steady-state piecewise,unknown,,738,"fine (clay, silty clay, clay loam, silty clay loam)",fine,unknown,unknown,,Humid,coconut plantation,no till,coconut,fruits/trees,unknown,calopogonium sereallium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during rain season,,,,,,,,,,,,
58,Jarvis_2008_VZJ,grassland,no tillage,unknown,unknown,sandy loam,"(1000, 1500]","(10, 15]","(1.4, 1.6]","(0.03, 0.04]",281.0,66.0,-39.8,175.3,,61.0,2008.0,281.0,,,,50.0,,,0.0,100.0,0.075,4.45,9.0,18.5,,0.16,0.21,0.63,1.44,0.04,66.0,12.37083,16.65,8.05,1076.0,115.0,67.0,15.52926,312.0,216.0,229.0,303.0,8.791667,350.9562,22.3,3.6,18.7,8.666666,15.31667,47.01426,237.0,0.9527,1129.0,281.0,159.1211,2.3,0.92,0.99,,2.201728,19.13057,10.11068,6.962678,5.343584,4.351865,3.679838,3.193285,2.824132,2.534106,2.3,281.0,0.0,Manawat,Jarvis_2008_Manawat,Jarvis_2008_Manawat,Manawat,Manawat,Manawat,Manawat,Nick,Helena,,"Jarvis, N. 2008. Vadose Zone Journal, 7, 1302-1310 and references therein",10.2136/vzj2008.0065,Near-Saturated Hydraulic Properties of Macroporous Soils,unknown,unknown,Steady-state  multi-disc,unknown,,281,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,n = 24 - 76,Humid,pasture site,No-Till,unknown,unknown,unknown,unknown,unknown,natural,natural,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,n = 24 - 76,,,,,,,,,,,
59,Jarvis_2008_VZJ,woodland/plantation,no tillage,unknown,unknown,sandy clay loam,"(500, 1000]","(10, 15]","(1.0, 1.2]",nan,282.0,69.0,-39.6,176.8,,61.0,2008.0,282.0,,,,4.0,,,0.0,100.0,0.075,9.0,18.5,,,0.1,,,1.14,,69.0,13.85,18.38333,9.033334,849.0,104.0,45.0,24.59034,252.0,174.0,216.0,252.0,11.01667,379.5572,24.4,3.3,21.1,9.033334,13.71667,52.21169,17.0,0.6583,1289.0,282.0,192.6787,25.4,0.44,0.96,,2.284834,69.95741,51.56803,43.14201,38.01258,34.45775,31.80147,29.71602,28.02039,26.60523,25.4,282.0,0.0,Twyford,Jarvis_2008_Twyford,Jarvis_2008_Twyford,Twyford,Twyford,Twyford,Twyford,Nick,Helena,,"Jarvis, N. 2008. Vadose Zone Journal, 7, 1302-1310 and references therein",10.2136/vzj2008.0065,Near-Saturated Hydraulic Properties of Macroporous Soils,unknown,unknown,Steady-state  multi-disc,unknown,,282,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,n = 2-6 ,Humid,bare strip (orchard),No-Till,Apple,fruits/trees,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,n = 2-6 ,,,,,,,,,,,
60,Lampurlanes_2006_SaTR,arable,conventional tillage,unknown,consolidated,silt loam,"(0, 500]","(10, 15]",nan,"(0.01, 0.02]",178.0,78.0,41.6,1.0,440.0,67.0,2006.0,178.0,7.0,7.0,1996.0,2.0,,,0.0,200.0,0.0,25.0,,,,0.229,0.52,0.251,,0.013954,78.0,14.05,22.45,6.383334,492.0,57.0,18.0,30.09981,161.0,92.0,113.0,94.0,11.48333,660.0069,30.5,0.8,29.7,14.98333,7.533333,38.66442,326.0,0.3551,1385.0,178.0,28.7364,0.5,1.44,0.99,6.0,2.57897,13.77114,5.075593,2.83084,1.870698,1.356604,1.043355,0.835658,0.689478,0.581917,0.5,178.0,1.0,LamST_CC_July96,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,LamST_CC_July96,LamST_CC_July96,LamST_CC_July96,LamST_CC_July96,Nick,Helena,,Lampurlanes & Cantero-Martinez. 2006. Soil & Tillage Res. 85:13?26,10.1016/j.still.2004.11.006,"Hydraulic conductivity, residue cover and soil surface roughness under different tillage systems in semiarid conditions",effects of tillage system for barley cropped in semi-arid Spain (lower K under NT),summer,Steady-state piecewise,Dry to wet,,178,"medium-fine (silt loam, silt)",medium,Fluventic Xerochrept,Cambisols,,Semi-Arid,arable,Conventional tillage,barley,cereals,Barley,unknown,unknown,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during planting season,,,,,,,,,,,,
61,Lampurlanes_2006_SaTR,arable,no tillage,unknown,consolidated,silt loam,"(0, 500]","(10, 15]",nan,"(0.01, 0.02]",180.0,78.0,41.6,1.0,440.0,67.0,2006.0,180.0,7.0,7.0,1996.0,2.0,,,0.0,200.0,0.0,25.0,,,,0.229,0.52,0.251,,0.013954,78.0,14.05,22.45,6.383334,492.0,57.0,18.0,30.09981,161.0,92.0,113.0,94.0,11.48333,660.0069,30.5,0.8,29.7,14.98333,7.533333,38.66442,326.0,0.3551,1385.0,180.0,4.8546,0.1,1.38,0.99,6.0,1.76,2.398833,0.921677,0.526711,0.354126,0.260268,0.202372,0.163593,0.136062,0.11565,0.1,180.0,1.0,LamNT_CC_July96,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,LamNT_CC_July96,LamNT_CC_July96,LamNT_CC_July96,LamNT_CC_July96,Nick,Helena,,Lampurlanes & Cantero-Martinez. 2006. Soil & Tillage Res. 85:13?26,10.1016/j.still.2004.11.006,"Hydraulic conductivity, residue cover and soil surface roughness under different tillage systems in semiarid conditions",effects of tillage system for barley cropped in semi-arid Spain (lower K under NT),summer,Steady-state piecewise,Dry to wet,,180,"medium-fine (silt loam, silt)",medium,Fluventic Xerochrept,Cambisols,,Semi-Arid,arable,No-Till,barley,cereals,Barley,unknown,unknown,no,no,unknown,unknown,unknown,unknown,unknown,hebicide,consolidated,during planting season,,,,,,,,,,,,
62,Lampurlanes_2006_SaTR,arable,reduced tillage,unknown,consolidated,silt loam,"(0, 500]","(10, 15]",nan,"(0.01, 0.02]",179.0,78.0,41.6,1.0,440.0,67.0,2006.0,179.0,7.0,7.0,1996.0,2.0,,,0.0,200.0,0.0,25.0,,,,0.229,0.52,0.251,,0.013954,78.0,14.05,22.45,6.383334,492.0,57.0,18.0,30.09981,161.0,92.0,113.0,94.0,11.48333,660.0069,30.5,0.8,29.7,14.98333,7.533333,38.66442,326.0,0.3551,1385.0,179.0,20.5786,0.3,1.59,0.97,7.0,2.657121,11.67135,3.876891,2.034691,1.287792,0.903148,0.675866,0.528951,0.427768,0.354712,0.3,179.0,1.0,LamMT_CC_July96,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,LamMT_CC_July96,LamMT_CC_July96,LamMT_CC_July96,LamMT_CC_July96,Nick,Helena,,Lampurlanes & Cantero-Martinez. 2006. Soil & Tillage Res. 85:13?26,10.1016/j.still.2004.11.006,"Hydraulic conductivity, residue cover and soil surface roughness under different tillage systems in semiarid conditions",effects of tillage system for barley cropped in semi-arid Spain (lower K under NT),summer,Steady-state piecewise,Dry to wet,,179,"medium-fine (silt loam, silt)",medium,Fluventic Xerochrept,Cambisols,,Semi-Arid,arable,Reduced tillage,barley,cereals,Barley,unknown,unknown,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during planting season,,,,,,,,,,,,
63,Logsdon_1999_BC,unknown,unknown,unknown,unknown,silt loam,"(500, 1000]","(5, 10]",nan,nan,213.4,84.0,42.0,-94.0,,72.0,1999.0,213.4,6.0,6.0,,0.0,,,0.0,150.0,0.0,23.0,,,,,,,,,84.0,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,213.4,62.09842,2.94,1.3699999999999999,0.978,11.0,3.1587812,59.266504,26.284280000000003,14.362884,9.547238400000001,7.0424958,5.5382282,4.546719,3.8492056,3.3343406,2.94,213.4,,LogMon0,Logsdon_1999_BC,Logsdon_1999_BC,LogMon0,LogMon0,LogMon0,LogMon0,Nick,Helena,,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,spring,Transient,Dry to wet,,209,"medium-fine (silt loam, silt)",medium,unknown,unknown,,Humid,,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,,unknown,,,16.496323155036695,17.93971594342608,5.2484796910715,2.0912409024992793,1.2085604934414165,0.9441301063639164,0.8551321276086755,0.81173288771344,0.7799404566116955,0.7514118528365519,0.7242927584892727
64,Logsdon_1999_BC,unknown,unknown,unknown,unknown,silty clay loam,"(500, 1000]","(5, 10]",nan,nan,198.0,84.0,42.0,-94.0,,72.0,1999.0,198.0,8.0,8.0,,0.0,,,0.0,150.0,0.075,23.0,,,,,,,,,84.0,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,198.0,117.8254,2.7125,1.50625,0.9825,10.125,3.4191775,85.35351862499999,41.45585975,19.83803725,12.021959875,8.24797425,6.105887375,4.7575351249999995,3.845561875,3.195291375,2.7125,198.0,,LogNic,Logsdon_1999_BC,Logsdon_1999_BC,LogNic,LogNic,LogNic,LogNic,Nick,Helena,,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,summer,Transient,unknown,,193,"fine (clay, silty clay, clay loam, silty clay loam)",fine,unknown,unknown,,Humid,,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,,unknown,,,29.1439538460565,24.710039266340747,13.76427381566706,5.026959921955102,2.5230525505527126,1.5163913513210487,1.0225127016582367,0.7455956004163105,0.5746818044786187,0.46134205131093725,0.3819300141574183
65,Mandal_2005_JoISSS,arable,conventional tillage,unknown,consolidated,sandy clay loam,"(500, 1000]","(20, 30]","(1.6, 2.0]","(0.0, 0.01]",441.0,85.0,17.3,78.6,746.0,73.0,2005.0,441.0,1.0,1.0,2002.0,6.0,,,0.0,150.0,0.0,,,,,0.334,0.175,0.491,1.62,0.00625,85.0,26.7875,31.41667,22.51667,717.0,163.0,3.0,103.7693,457.0,13.0,142.0,26.0,12.325,349.598,39.9,14.3,25.6,26.48333,23.25,48.14453,518.0,0.3287,2181.0,441.0,37.5,2.7,1.15,0.99,10.0,2.731364,37.5,17.18618,10.78138,7.744525,5.991675,4.858361,4.069125,3.489878,3.047789,2.7,441.0,2.0,ManCrop,Mandal_2005_JoISSS,Mandal_2005_JoISSS,ManCrop,ManCrop,ManCrop,ManCrop,Nick,Helena,,"Mandal et al., 2005. J. Indian Soc. Soil Sci., 53:296-301",,Tension infiltration for estimating pore distribution of alfisols under different land management systems,land use effects on near-sat.K (India): forest>grassland>cultivated (no diff. at 15 cm tension),winter,Steady-state piecewise,unknown,,441,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,Texture properties log-interpolated,Semi-Arid,arable,Conventional tillage,unknown,unknown,"Sorghum, Castor",unknown,unknown,unknown,unknown,unknown,unknown,rainfed,rainfed,unknown,unknown,unknown,january,Texture properties log-interpolated,,,,,,,,,,,
66,Mandal_2005_JoISSS,grassland,no tillage,unknown,consolidated,sandy clay loam,"(500, 1000]","(20, 30]","(1.4, 1.6]","(0.0, 0.01]",441.0,85.0,17.3,78.6,746.0,73.0,2005.0,441.0,1.0,1.0,2002.0,12.0,,,0.0,150.0,0.0,,,,,0.263,0.172,0.565,1.4849999999999999,0.007865,85.0,26.7875,31.41667,22.51667,717.0,163.0,3.0,103.7693,457.0,13.0,142.0,26.0,12.325,349.598,39.9,14.3,25.6,26.48333,23.25,48.14453,518.0,0.3287,2181.0,441.0,71.0,3.25,1.26,0.995,8.5,3.02,61.261165000000005,25.36003,15.101164999999998,10.457154,7.865068,6.2327075,5.120336,4.318855,3.7168885,3.25,441.0,0.0,ManUndist,Mandal_2005_JoISSS,Mandal_2005_JoISSS,ManUndist,ManUndist,ManUndist,ManUndist,Nick,Helena,,"Mandal et al., 2005. J. Indian Soc. Soil Sci., 53:296-301",,Tension infiltration for estimating pore distribution of alfisols under different land management systems,land use effects on near-sat.K (India): forest>grassland>cultivated (no diff. at 15 cm tension),winter,Steady-state piecewise,unknown,,440,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,Texture properties log-interpolated,Semi-Arid,natural,no till,unknown,unknown,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,january,Texture properties log-interpolated,11.900000000000004,21.638835,8.113409999999998,4.4990049999999995,2.9501260000000005,2.121576,1.6178474999999997,1.2848329999999997,1.0512309999999996,0.8799564999999999,0.7499999999999999
67,Mandal_2005_JoISSS,woodland/plantation,no tillage,unknown,consolidated,sandy clay loam,"(500, 1000]","(20, 30]","(1.2, 1.4]","(0.01, 0.02]",443.0,85.0,17.3,78.6,746.0,73.0,2005.0,443.0,1.0,1.0,2002.0,6.0,,,0.0,150.0,0.0,,,,,0.219,0.179,0.602,1.37,0.01782,85.0,26.7875,31.41667,22.51667,717.0,163.0,3.0,103.7693,457.0,13.0,142.0,26.0,12.325,349.598,39.9,14.3,25.6,26.48333,23.25,48.14453,518.0,0.3287,2181.0,443.0,236.0,5.2,1.66,0.99,10.0,4.036003,236.0,75.21311,38.36914,23.80037,16.43286,12.1415,9.400276,7.53137,6.193851,5.2,443.0,0.0,ManForest,Mandal_2005_JoISSS,Mandal_2005_JoISSS,ManForest,ManForest,ManForest,ManForest,Nick,Helena,,"Mandal et al., 2005. J. Indian Soc. Soil Sci., 53:296-301",,Tension infiltration for estimating pore distribution of alfisols under different land management systems,land use effects on near-sat.K (India): forest>grassland>cultivated (no diff. at 15 cm tension),winter,Steady-state piecewise,unknown,,443,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,Texture properties log-interpolated,Semi-Arid,forest,no till,subabul,fruits/trees,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,january,Texture properties log-interpolated,,,,,,,,,,,
69,Mirzavand2019,arable,conventional tillage,unknown,consolidated,sandy clay,"(0, 500]","(15, 20]",nan,"(0.01, 0.02]",984.0,173.0,29.5749,52.5875,235.0,148.0,2019.0,984.0,,,,6.0,,,0.0,150.0,0.0,20.0,,,,0.362,0.152,0.486,,0.012,173.0,18.35833,28.7,8.316667,190.0,46.0,0.0,104.0979,117.0,2.0,2.0,115.0,15.23333,845.7966,38.2,0.4,37.8,8.45,28.55,40.29982,1501.0,0.079,2402.0,984.0,11.0124,,0.591768,0.928307,9.51736,1.620937,10.6947,7.096248,5.582434,4.708568,4.126108,3.704108,3.381168,3.124273,2.913926,2.737794,984.0,2.0,Mirzavand2019_CT_withoutRES_corn,Mirzavand2019,Mirzavand2019,Mirzavand2019_CT_withoutRES_corn,Mirzavand2019_CT_withoutRES_corn,Mirzavand2019_CT_withoutRES_corn,Mirzavand2019_CT_withoutRES_corn,Lukas,Guillaume,,"Mirzavand, Moosavi, Sameni, Afzalinia, Karimian. 2016. ""Effects of soil tillage systems and plant residue management
on unsaturated hydraulic conductivity of soil in wheat-corn rotation"" 20.",10.22069/jwfst.2016.3190,Effects of soil tillage systems and plant residue management,"mostly written in arabic, translated with google",unknown,Steady-state piecewise,Dry to wet,,984,fine (silty clay loam),fine,unknown,unknown,say 'after first and second crop' -> inferred as 'after harvest',Arid,arable,conventional tillage,maize,maize,"maize, wheat",unknown,unknown,no,no,no,no,unknown,unknown,unknown,unknown,unknown,after harvest,say 'after first and second crop' -> inferred as 'after harvest',,,,,,,,,,,
70,Mirzavand2019,arable,no tillage,unknown,consolidated,sandy clay,"(0, 500]","(15, 20]",nan,"(0.01, 0.02]",978.5,173.0,29.5749,52.5875,235.0,148.0,2019.0,978.5,,,,12.0,,,0.0,150.0,0.0,20.0,,,,0.362,0.152,0.486,,0.012,173.0,18.35833,28.7,8.316667,190.0,46.0,0.0,104.0979,117.0,2.0,2.0,115.0,15.23333,845.7966,38.2,0.4,37.8,8.45,28.55,40.29982,1501.0,0.079,2402.0,978.5,14.0058,,0.8354745,0.9171339999999999,11.515184999999999,2.0327225,14.0058,8.831133,6.291476,4.946521499999999,4.104865,3.52475,3.0987780000000003,2.771668,2.5119485,2.3003340000000003,978.5,2.0,Mirzavand2019_NT_withRES_wheat,Mirzavand2019,Mirzavand2019,Mirzavand2019_NT_withRES_wheat,Mirzavand2019_NT_withRES_wheat,Mirzavand2019_NT_withRES_wheat,Mirzavand2019_NT_withRES_wheat,Lukas,Guillaume,,"Mirzavand, Moosavi, Sameni, Afzalinia, Karimian. 2016. ""Effects of soil tillage systems and plant residue management
on unsaturated hydraulic conductivity of soil in wheat-corn rotation"" 20.",10.22069/jwfst.2016.3190,Effects of soil tillage systems and plant residue management,"mostly written in arabic, translated with google",unknown,Steady-state piecewise,Dry to wet,,977,fine (silty clay loam),fine,unknown,unknown,say 'after first and second crop' -> inferred as 'after harvest',Arid,arable,no tillage,wheat,cereals,"maize, wheat",unknown,unknown,yes,yes,no,no,unknown,unknown,unknown,unknown,unknown,after harvest,say 'after first and second crop' -> inferred as 'after harvest',0.22140000000000049,0.22140000000000049,0.3119969999999998,0.1521699999999999,0.0805155000000004,0.04162599999999994,0.018069000000000113,0.002745999999999804,0.007722999999999923,0.015137499999999915,0.02052799999999999
